Pokemon,Type,Stat,Score
Clefable,Fairy,sp_attack,95
Clefable,Fairy,sp_defense,90
Clefable,Fairy,speed,60
Clefairy,Fairy,hp,70
Clefairy,Fairy,attack,45
Clefairy,Fairy,defense,48
Clefairy,Fairy,sp_attack,60
Clefairy,Fairy,sp_defense,65
Clefairy,Fairy,speed,35
Nidoking,Poison,hp,81
Nidoking,Poison,attack,102
Nidoking,Poison,defense,77
Nidoking,Poison,sp_attack,85
Nidoking,Poison,sp_defense,75
Nidoking,Poison,speed,85
Nidorino,Poison,hp,61
Nidorino,Poison,attack,72
Nidorino,Poison,defense,57
Nidorino,Poison,sp_attack,55
Nidorino,Poison,sp_defense,55
Nidorino,Poison,speed,65
Nidoranâ™‚,Poison,hp,46
Nidoranâ™‚,Poison,attack,57
Nidoranâ™‚,Poison,defense,40
Nidoranâ™‚,Poison,sp_attack,40
Nidoranâ™‚,Poison,sp_defense,40
Nidoranâ™‚,Poison,speed,50
Nidoqueen,Poison,hp,90
Nidoqueen,Poison,attack,92
Nidoqueen,Poison,defense,87
Nidoqueen,Poison,sp_attack,75
Nidoqueen,Poison,sp_defense,85
Nidoqueen,Poison,speed,76
Nidorina,Poison,hp,70
Nidorina,Poison,attack,62
Nidorina,Poison,defense,67
Nidorina,Poison,sp_attack,55
Nidorina,Poison,sp_defense,55
Nidorina,Poison,speed,56
Nidoranâ™€,Poison,hp,55
Nidoranâ™€,Poison,attack,47
Nidoranâ™€,Poison,defense,52
Nidoranâ™€,Poison,sp_attack,40
Nidoranâ™€,Poison,sp_defense,40
Nidoranâ™€,Poison,speed,41
Alolan Sandslash,Ice,hp,75
Alolan Sandslash,Ice,attack,100
Alolan Sandslash,Ice,defense,120
Alolan Sandslash,Ice,sp_attack,25
Alolan Sandslash,Ice,sp_defense,65
Alolan Sandslash,Ice,speed,65
Sandslash,Ground,hp,75
Sandslash,Ground,attack,100
Sandslash,Ground,defense,110
Sandslash,Ground,sp_attack,45
Sandslash,Ground,sp_defense,55
Sandslash,Ground,speed,65
Alolan Sandshrew,Ice,hp,50
Alolan Sandshrew,Ice,attack,75
Alolan Sandshrew,Ice,defense,90
Alolan Sandshrew,Ice,sp_attack,10
Alolan Sandshrew,Ice,sp_defense,35
Alolan Sandshrew,Ice,speed,40
Sandshrew,Ground,hp,50
Sandshrew,Ground,attack,75
Sandshrew,Ground,defense,85
Sandshrew,Ground,sp_attack,20
Sandshrew,Ground,sp_defense,30
Sandshrew,Ground,speed,40
Alolan Raichu,Electric,hp,60
Alolan Raichu,Electric,attack,85
Alolan Raichu,Electric,defense,50
Alolan Raichu,Electric,sp_attack,95
Alolan Raichu,Electric,sp_defense,85
Alolan Raichu,Electric,speed,110
Raichu,Electric,hp,60
Raichu,Electric,attack,90
Raichu,Electric,defense,55
Raichu,Electric,sp_attack,90
Raichu,Electric,sp_defense,80
Raichu,Electric,speed,110
Partner Pikachu,Electric,hp,45
Partner Pikachu,Electric,attack,80
Partner Pikachu,Electric,defense,50
Partner Pikachu,Electric,sp_attack,75
Partner Pikachu,Electric,sp_defense,60
Partner Pikachu,Electric,speed,120
Pikachu,Electric,hp,35
Pikachu,Electric,attack,55
Pikachu,Electric,defense,40
Pikachu,Electric,sp_attack,50
Pikachu,Electric,sp_defense,50
Pikachu,Electric,speed,90
Arbok,Poison,hp,60
Arbok,Poison,attack,95
Arbok,Poison,defense,69
Arbok,Poison,sp_attack,65
Arbok,Poison,sp_defense,79
Arbok,Poison,speed,80
Ekans,Poison,hp,35
Ekans,Poison,attack,60
Ekans,Poison,defense,44
Ekans,Poison,sp_attack,40
Ekans,Poison,sp_defense,54
Ekans,Poison,speed,55
Fearow,Normal,hp,65
Fearow,Normal,attack,90
Fearow,Normal,defense,65
Fearow,Normal,sp_attack,61
Fearow,Normal,sp_defense,61
Fearow,Normal,speed,100
Spearow,Normal,hp,40
Spearow,Normal,attack,60
Spearow,Normal,defense,30
Spearow,Normal,sp_attack,31
Spearow,Normal,sp_defense,31
Spearow,Normal,speed,70
Alolan Raticate,Dark,hp,75
Alolan Raticate,Dark,attack,71
Alolan Raticate,Dark,defense,70
Alolan Raticate,Dark,sp_attack,40
Alolan Raticate,Dark,sp_defense,80
Alolan Raticate,Dark,speed,77
Raticate,Normal,hp,55
Raticate,Normal,attack,81
Raticate,Normal,defense,60
Raticate,Normal,sp_attack,50
Raticate,Normal,sp_defense,70
Raticate,Normal,speed,97
Alolan Rattata,Dark,hp,30
Alolan Rattata,Dark,attack,56
Alolan Rattata,Dark,defense,35
Alolan Rattata,Dark,sp_attack,25
Alolan Rattata,Dark,sp_defense,35
Alolan Rattata,Dark,speed,72
Rattata,Normal,hp,30
Rattata,Normal,attack,56
Rattata,Normal,defense,35
Rattata,Normal,sp_attack,25
Rattata,Normal,sp_defense,35
Rattata,Normal,speed,72
Mega Pidgeot,Normal,hp,83
Mega Pidgeot,Normal,attack,80
Mega Pidgeot,Normal,defense,80
Mega Pidgeot,Normal,sp_attack,135
Mega Pidgeot,Normal,sp_defense,80
Mega Pidgeot,Normal,speed,121
Pidgeot,Normal,hp,83
Pidgeot,Normal,attack,80
Pidgeot,Normal,defense,75
Pidgeot,Normal,sp_attack,70
Pidgeot,Normal,sp_defense,70
Pidgeot,Normal,speed,101
Pidgeotto,Normal,hp,63
Pidgeotto,Normal,attack,60
Pidgeotto,Normal,defense,55
Pidgeotto,Normal,sp_attack,50
Pidgeotto,Normal,sp_defense,50
Pidgeotto,Normal,speed,71
Pidgey,Normal,hp,40
Pidgey,Normal,attack,45
Pidgey,Normal,defense,40
Pidgey,Normal,sp_attack,35
Pidgey,Normal,sp_defense,35
Pidgey,Normal,speed,56
Mega Beedrill,Bug,hp,65
Mega Beedrill,Bug,attack,150
Mega Beedrill,Bug,defense,40
Mega Beedrill,Bug,sp_attack,15
Mega Beedrill,Bug,sp_defense,80
Mega Beedrill,Bug,speed,145
Beedrill,Bug,hp,65
Beedrill,Bug,attack,90
Beedrill,Bug,defense,40
Beedrill,Bug,sp_attack,45
Beedrill,Bug,sp_defense,80
Beedrill,Bug,speed,75
Kakuna,Bug,hp,45
Kakuna,Bug,attack,25
Kakuna,Bug,defense,50
Kakuna,Bug,sp_attack,25
Kakuna,Bug,sp_defense,25
Kakuna,Bug,speed,35
Weedle,Bug,hp,40
Weedle,Bug,attack,35
Weedle,Bug,defense,30
Weedle,Bug,sp_attack,20
Weedle,Bug,sp_defense,20
Weedle,Bug,speed,50
Butterfree,Bug,hp,60
Butterfree,Bug,attack,45
Butterfree,Bug,defense,50
Butterfree,Bug,sp_attack,90
Butterfree,Bug,sp_defense,80
Butterfree,Bug,speed,70
Metapod,Bug,hp,50
Metapod,Bug,attack,20
Metapod,Bug,defense,55
Metapod,Bug,sp_attack,25
Metapod,Bug,sp_defense,25
Metapod,Bug,speed,30
Caterpie,Bug,hp,45
Caterpie,Bug,attack,30
Caterpie,Bug,defense,35
Caterpie,Bug,sp_attack,20
Caterpie,Bug,sp_defense,20
Caterpie,Bug,speed,45
Mega Blastoise,Water,hp,79
Mega Blastoise,Water,attack,103
Mega Blastoise,Water,defense,120
Mega Blastoise,Water,sp_attack,135
Mega Blastoise,Water,sp_defense,115
Mega Blastoise,Water,speed,78
Blastoise,Water,hp,79
Blastoise,Water,attack,83
Blastoise,Water,defense,100
Blastoise,Water,sp_attack,85
Blastoise,Water,sp_defense,105
Blastoise,Water,speed,78
Wartortle,Water,hp,59
Wartortle,Water,attack,63
Wartortle,Water,defense,80
Wartortle,Water,sp_attack,65
Wartortle,Water,sp_defense,80
Wartortle,Water,speed,58
Squirtle,Water,hp,44
Squirtle,Water,attack,48
Squirtle,Water,defense,65
Squirtle,Water,sp_attack,50
Squirtle,Water,sp_defense,64
Squirtle,Water,speed,43
Mega Charizard Y,Fire,hp,78
Mega Charizard Y,Fire,attack,104
Mega Charizard Y,Fire,defense,78
Mega Charizard Y,Fire,sp_attack,159
Mega Charizard Y,Fire,sp_defense,115
Mega Charizard Y,Fire,speed,100
Mega Charizard X,Fire,hp,78
Mega Charizard X,Fire,attack,130
Mega Charizard X,Fire,defense,111
Mega Charizard X,Fire,sp_attack,130
Mega Charizard X,Fire,sp_defense,85
Mega Charizard X,Fire,speed,100
Charizard,Fire,hp,78
Charizard,Fire,attack,84
Charizard,Fire,defense,78
Charizard,Fire,sp_attack,109
Charizard,Fire,sp_defense,85
Charizard,Fire,speed,100
Charmeleon,Fire,hp,58
Charmeleon,Fire,attack,64
Charmeleon,Fire,defense,58
Charmeleon,Fire,sp_attack,80
Charmeleon,Fire,sp_defense,65
Charmeleon,Fire,speed,80
Charmander,Fire,hp,39
Charmander,Fire,attack,52
Charmander,Fire,defense,43
Charmander,Fire,sp_attack,60
Charmander,Fire,sp_defense,50
Charmander,Fire,speed,65
Mega Venusaur,Grass,hp,80
Mega Venusaur,Grass,attack,100
Mega Venusaur,Grass,defense,123
Mega Venusaur,Grass,sp_attack,122
Mega Venusaur,Grass,sp_defense,120
Mega Venusaur,Grass,speed,80
